Ticker,shortName,sector,industry,marketCap,currency,trailingPE,forwardPE,priceToBook,returnOnEquity,grossMargins,operatingMargins,revenueGrowth,earningsGrowth,lastPrice,asOfDate
1213.TW,OCEANIC BEVERAGES CO INC,Consumer Defensive,Beverages - Non-Alcoholic,733262656.0,TWD,1.4550562,,1.0361657,1.10946,-0.13446,-0.20748,0.983,,12.95,2025-08-11
1215.TW,CHAROEN POKPHAND ENTERPRISES CO,Consumer Defensive,Packaged Foods,35522195456.0,TWD,15.7310705,14.143191,3.4595618,0.21017,0.17813,0.134,-0.031,0.896,120.5,2025-08-11
1216.TW,UNI-PRESIDENT ENTERPRISES CORP,Consumer Defensive,Packaged Foods,442061160448.0,TWD,22.356323,18.051044,3.7904997,0.16936001,0.32917,0.060760003,0.046,-0.067,77.8,2025-08-11
1217.TW,AGV PRODUCTS,Consumer Defensive,Packaged Foods,5316014592.0,TWD,46.73913,,0.76116973,0.0163,0.27958,0.023829998,0.022,,10.75,2025-08-11
1218.TW,TAISUN ENTERPRISE CO. LTD.,Consumer Defensive,Packaged Foods,9240080384.0,TWD,12.101911,15.5737705,0.7455951,0.06242,0.18360001,0.046719998,-0.093,0.158,19.0,2025-08-11
1219.TW,FWUSOW INDUSTRY CO LTD,Consumer Defensive,Packaged Foods,4777332224.0,TWD,28.571428,,1.0405827,0.0196,0.092080005,0.00543,0.019,-0.322,14.0,2025-08-11
1220.TW,TAI ROUN PRODUCTS CO,Consumer Defensive,Packaged Foods,2337286912.0,TWD,16.98718,18.661972,0.96293604,0.06292,0.13343,-0.0274,0.001,,13.25,2025-08-11
1225.TW,FORMOSA OILSEED PROCESSING,Consumer Defensive,Packaged Foods,7382861824.0,TWD,20.608976,,2.0327518,0.1005,0.08732,0.03446,-0.046,0.194,32.15,2025-08-11
1227.TW,STANDARD FOODS CORPORATION,Consumer Defensive,Packaged Foods,28024756224.0,TWD,17.33146,11.425926,1.4790488,0.08941,0.2495,0.06186,0.012,-0.25,30.85,2025-08-11
1229.TW,LIEN HWA INDUSTRIAL HOLDINGS CO,Industrials,Conglomerates,80939581440.0,TWD,20.11111,15.443686,1.6594543,0.06594,0.2043,0.0277,-0.205,-0.15,45.25,2025-08-11
1231.TW,LIAN HWA FOODS CORP,Consumer Defensive,Packaged Foods,38934704128.0,TWD,39.750694,,5.83903,0.15357,0.20431,0.07707,0.076,-0.572,143.5,2025-08-11
1232.TW,TTET UNION CORP,Consumer Defensive,Packaged Foods,23676301312.0,TWD,19.146183,,4.563254,0.24525999,0.12748,0.081709996,-0.044,-0.245,148.0,2025-08-11
1233.TW,TEN REN TEA CO,Consumer Defensive,Packaged Foods,2797964032.0,TWD,35.517242,,2.0586276,0.057210002,0.58999,0.05124,-0.043,-0.259,30.9,2025-08-11
1234.TW,HEY SONG,Consumer Defensive,Beverages - Non-Alcoholic,16074840064.0,TWD,17.699116,,0.8534608,0.056020003,0.29999,0.00533,-0.155,0.399,40.0,2025-08-11
1235.TW,SHIN TAI INDUSTRY CO,Consumer Defensive,Farm Products,2364336128.0,TWD,,,0.8596226,-0.080699995,0.32383,0.02604,0.65,-0.701,62.4,2025-08-11
1236.TW,HUNYA FOODS CO,Consumer Defensive,Confectioners,1807152896.0,TWD,,,0.74981123,-0.0114,0.26058,0.020280002,-0.1,-0.348,20.85,2025-08-11
1256.TW,SUNJUICE HOLDINGS CO LIMITED,Consumer Defensive,Beverages - Non-Alcoholic,4111827200.0,TWD,15.321564,9.846029,1.166553,0.0678,0.25358,0.0435,-0.155,-0.463,121.5,2025-08-11
1301.TW,FORMOSA PLASTIC,Basic Materials,Specialty Chemicals,244762705920.0,TWD,,26.51724,0.91809934,-0.03091,0.04459,-0.03443,-0.112,,38.45,2025-08-11
1303.TW,NAN YA PLASTIC,Basic Materials,Specialty Chemicals,316043165696.0,TWD,,26.925674,0.9187319,0.00714,0.07454,0.00055,0.118,-0.635,39.85,2025-08-11
1304.TW,USI CORPORATION,Basic Materials,Specialty Chemicals,10991075328.0,TWD,,-20.5,0.5423854,-0.12235,0.04324,-0.04967,0.01,,10.25,2025-08-11
1305.TW,CHINA GENERAL PLASTICS CORP,Basic Materials,Specialty Chemicals,6333444608.0,TWD,,18.166666,0.7471894,-0.1033,-0.00634,-0.14521,-0.152,,10.9,2025-08-11
1307.TW,SAN FANG CHEMICAL,Consumer Cyclical,Textile Manufacturing,12411921408.0,TWD,8.342246,8.103896,1.2057506,0.1588,0.31457,0.1598,0.126,0.038,31.2,2025-08-11
1308.TW,ASIA POLYMER,Basic Materials,Specialty Chemicals,7006167040.0,TWD,,43.7037,0.6203996,-0.06599,0.03814,0.02378,-0.017,,11.8,2025-08-11
1309.TW,TAITA CHEMICAL,Basic Materials,Specialty Chemicals,4512612864.0,TWD,,-283.75003,0.71839994,-0.0273,0.05535,-0.0153,0.117,,11.35,2025-08-11
1310.TW,TAIWAN STYRENE MONOMER,Basic Materials,Chemicals,4909191168.0,TWD,,35.769234,0.71117234,-0.101210006,-0.05717,-0.07138,-0.287,,9.3,2025-08-11
1312.TW,GRAND PACIFIC PETROCHEMICAL,Basic Materials,Chemicals,11120631808.0,TWD,,14.681817,0.33135,-0.05293,0.01058,-0.12696,0.751,,9.69,2025-08-11
1313.TW,UPC TECHNOLOGY CO,Basic Materials,Chemicals,12937882624.0,TWD,,-10.135416,0.52628726,-0.05298,0.015800001,-0.016619999,-0.265,,9.73,2025-08-11
1314.TW,CHINA PETROCHEMICAL DEVELOPMENT,Basic Materials,Specialty Chemicals,27175221248.0,TWD,718.0,4.1264367,0.34232858,-0.00021,-0.00264,-0.084189996,-0.183,,7.18,2025-08-11
1315.TW,TAHHSIN INDUSTRIAL CORP,Consumer Cyclical,Apparel Manufacturing,6342992896.0,TWD,35.132275,,0.6978969,0.01908,0.14039,-0.028239999,0.188,-0.628,66.4,2025-08-11
1316.TW,SUN YAD CONSTRUCTION CO LTD,Real Estate,Real Estate Services,4495022592.0,TWD,,58.863636,1.1090177,0.04216,0.40935,-0.02293,2.325,,12.95,2025-08-11
1319.TW,TONG YANG INDUSTRY,Consumer Cyclical,Auto Parts,60330651648.0,TWD,12.911392,13.953488,2.0679588,0.16701001,0.34514,0.24328,0.181,0.251,102.0,2025-08-11
1321.TW,OCEAN PLASTICS,Basic Materials,Specialty Chemicals,8154310656.0,TWD,1847.5001,,1.3724835,0.00084,0.07675,-0.0072399997,-0.109,,36.95,2025-08-11
1323.TW,YONYU PLASTICS,Consumer Cyclical,Packaging & Containers,1790414848.0,TWD,7.695313,5.8284025,0.68705755,0.08494,0.14192,-0.02636,-0.312,-0.808,19.7,2025-08-11
1324.TW,GLOBE INDUSTRIES CORPORATION,Industrials,Business Equipment & Supplies,822585856.0,TWD,1095.0,,0.86513394,0.00088,0.17627001,-0.03944,-0.072,,10.95,2025-08-11
1325.TW,UNIVERSAL INC,Consumer Cyclical,Textile Manufacturing,2456092672.0,TWD,,,0.91775274,-0.02913,-0.14177,-0.20142001,-0.147,,28.8,2025-08-11
1326.TW,FORMOSA CHEMICAL & FIBRE CO,Basic Materials,Chemicals,163772563456.0,TWD,,26.666668,0.5992638,-0.0022200001,0.03914,-0.00567,-0.06,,28.0,2025-08-11
1337.TW,ASIA PLASTIC RECYCLING HOLDING ,Basic Materials,Specialty Chemicals,1452357120.0,TWD,,,0.35321823,-0.10079,-0.14884,-0.52725,-0.293,,5.4,2025-08-11
1338.TW,HIROCA HOLDINGS LTD,Consumer Cyclical,Auto Parts,1893798656.0,TWD,,2.7204177,0.3141032,-0.0038800002,0.23146,0.001,0.121,,23.45,2025-08-11
1339.TW,Y.C.C. PARTS MFG CO LTD,Consumer Cyclical,Auto Parts,3672844032.0,TWD,11.882494,15.436136,0.9249925,0.070989996,0.36722,0.2314,-0.034,-0.464,49.55,2025-08-11
1340.TW,VICTORY NEW MATLS LTD CO,Consumer Cyclical,Footwear & Accessories,943534976.0,TWD,,,0.3119155,-0.22219,-0.21843,-0.67221,-0.199,,6.17,2025-08-11
1341.TW,FULIN PLASTIC INDUSTRY(CAYMAN) ,Consumer Cyclical,Textile Manufacturing,3350753536.0,TWD,12.310679,,2.6890614,0.22572,0.21426001,0.11035,0.139,-0.113,63.4,2025-08-11
1342.TW,CATHAY CONSOLIDATED INC,Consumer Cyclical,Textile Manufacturing,6854406144.0,TWD,15.735026,9.785553,3.005095,0.19752,0.28618,0.1766,0.139,-0.498,86.7,2025-08-11
1402.TW,FAR EASTERN NEW CENTURY CORPORA,Consumer Cyclical,Textile Manufacturing,148520763392.0,TWD,13.028169,13.470874,0.6223927,0.061300002,0.20945999,0.09837,-0.026,0.447,27.75,2025-08-11
1409.TW,SHINKONG SYNTHETIC FIBER,Consumer Cyclical,Textile Manufacturing,20171626496.0,TWD,11.46789,,0.5361355,0.05402,0.2408,0.11542,-0.038,0.121,12.5,2025-08-11
1410.TW,NAN-YANG DYEING & FINISHING,Consumer Cyclical,Textile Manufacturing,2188600064.0,TWD,82.09302,,2.0966976,0.024030002,0.34614,-0.044510003,-0.082,-0.653,35.3,2025-08-11
1413.TW,HUNG CHOU FIBER IND. CO.  LTD,Consumer Cyclical,Textile Manufacturing,1545710336.0,TWD,31.62162,,1.3874067,0.04403,0.04032,0.07323,0.251,,11.7,2025-08-11
1414.TW,TUNG HOTEXTILE CO. LTD.,Consumer Cyclical,Textile Manufacturing,3662999808.0,TWD,104.0625,,1.3776269,0.010720001,0.12613,-0.0011,-0.048,,16.65,2025-08-11
1416.TW,KWONG FONG INDUSTRIES,Technology,Information Technology Services,2159234304.0,TWD,15.328947,,0.48192272,0.03861,0.35377,-0.03173,0.039,-0.2,11.65,2025-08-11
1417.TW,CARNIVAL (TW),Consumer Cyclical,Apparel Retail,1521435520.0,TWD,,,0.61355805,-0.04798,0.14518,-0.10255,-0.401,,8.01,2025-08-11
1418.TW,TONGHWA CORPORATION,Consumer Cyclical,Textile Manufacturing,1341481728.0,TWD,57.44186,,1.0620915,0.01858,-0.68025,-5.86514,-0.265,,24.7,2025-08-11
1419.TW,SHINKONG TEXTILE CO. LTD.,Consumer Cyclical,Textile Manufacturing,15380782080.0,TWD,17.542662,,1.003338,0.06034,0.29427,0.09967,0.235,0.1,51.4,2025-08-11
1423.TW,REWARD WOOL,Consumer Cyclical,Textile Manufacturing,3716870400.0,TWD,19.735449,,1.149567,0.04789,-0.20812,-0.41949,-0.294,35.854,37.3,2025-08-11
1432.TW,TRK CORPORATION,Consumer Cyclical,Leisure,1803600128.0,TWD,6.0071945,,1.7732003,-0.05357,0.39854,0.03568,0.049,,16.7,2025-08-11
1434.TW,FORMOSA TAFFETA CO,Consumer Cyclical,Textile Manufacturing,26583025664.0,TWD,17.954546,22.253523,0.7211977,0.03442,0.10845,0.03551,0.072,0.043,15.8,2025-08-11
1435.TW,CHUNG FU TEX-INTERNATIONAL CORP,Industrials,Conglomerates,4333179904.0,TWD,,,3.7804878,-0.0379,0.77415,-10.31906,-0.436,,31.0,2025-08-11
1436.TW,HUA YU LIEN DEVELOPMENT CO LTD,Real Estate,Real Estate - Development,12918977536.0,TWD,6.610768,5.105658,2.3337696,0.43495,0.52873003,0.40178,-0.336,-0.453,74.9,2025-08-11
1437.TW,GTM HOLDINGS CORPORATION,Real Estate,Real Estate Services,6253658624.0,TWD,11.0611515,,0.7519073,0.070700005,0.5629,0.40835,0.078,-0.577,30.75,2025-08-11
1438.TW,SANDI PROPERTIES CO LTD,Real Estate,Real Estate - Diversified,4264749824.0,TWD,,,1.4646348,-0.072129995,0.00029,-39.65145,,,38.35,2025-08-11
1439.TW,ASCENT DEVELOPMENT CO LTD,Consumer Cyclical,Textile Manufacturing,2741600000.0,TWD,15.440414,,0.985352,0.05727,0.37221,0.17861,3.115,0.348,29.8,2025-08-11
1440.TW,TAINAN SPINNING,Consumer Cyclical,Textile Manufacturing,21455818752.0,TWD,,61.666668,0.7363812,-0.01708,0.05136,-0.03715,-0.008,,12.95,2025-08-11
1441.TW,TAH TONG TEXTILE,Consumer Cyclical,Textile Manufacturing,835817600.0,TWD,4.347015,,1.4004086,0.35594,0.01291,-0.02544,0.738,,11.65,2025-08-11
1442.TW,ADVANCETEK ENTERPRICE,Real Estate,Real Estate Services,24902416384.0,TWD,9.659091,,2.7615335,0.30824,0.42688,0.42042,-0.278,-0.092,68.0,2025-08-11
1443.TW,LILY TEXTILE CO LTD,Industrials,Integrated Freight & Logistics,4195633152.0,TWD,19.018406,,1.9033585,0.12538,0.46750998,0.32685003,0.195,-0.25,31.0,2025-08-11
1444.TW,LEALEA ENTERPRISE,Consumer Cyclical,Textile Manufacturing,6132749824.0,TWD,623.0,22.25,0.57355917,-0.0044400003,0.025239998,-0.055770002,-0.067,,6.23,2025-08-11
1445.TW,UNIVERSAL TEXTILE CO,Consumer Cyclical,Textile Manufacturing,1881590400.0,TWD,,,0.8207934,-0.07082,0.0021,-0.014839999,-0.171,37.426,14.4,2025-08-11
1446.TW,HONG HO PRECISION TEXTILE CO,Consumer Cyclical,Textile Manufacturing,2823055104.0,TWD,2.5277436,,0.97903436,0.47575,0.49396,0.35147,-0.59,-0.803,20.5,2025-08-11
1447.TW,LI PENG ENTERPRISE,Consumer Cyclical,Textile Manufacturing,4833495552.0,TWD,,15.916666,0.5523424,-0.01122,0.0119,-0.00481,-0.252,-0.918,5.73,2025-08-11
1449.TW,CHIA HER INDUSTRIAL CO,Consumer Cyclical,Textile Manufacturing,1296160256.0,TWD,20.762712,6.0643563,0.64538217,0.035439998,0.18712999,8.9999994e-05,-0.267,-0.633,12.25,2025-08-11
1451.TW,NIEN HSING TEXTILE,Consumer Cyclical,Textile Manufacturing,3593699840.0,TWD,11.067073,,0.52228713,0.06762,0.12245,0.01496,-0.199,8.571,18.15,2025-08-11
1452.TW,HONG YI FIBER IND,Consumer Cyclical,Textile Manufacturing,1558531712.0,TWD,,5.9343433,0.5779352,-0.0086,0.04022,-0.03577,-0.221,,11.75,2025-08-11
1453.TW,TA JIANG DEVELOPMENT CORP,Consumer Cyclical,Textile Manufacturing,1440279552.0,TWD,,,1.0118175,-0.01889,3.8731298,-20.15323,0.081,,13.1,2025-08-11
1454.TW,TAIWAN TAFFETA FABRIC,Consumer Cyclical,Textile Manufacturing,1758528000.0,TWD,,,1.1512631,-0.009649999,0.06372,-0.03753,0.037,,14.4,2025-08-11
1455.TW,ZIG SHENG INDUSTRIAL CO,Consumer Cyclical,Textile Manufacturing,4737339904.0,TWD,,12.374999,0.80082685,-0.07279,-0.0125899995,-0.08451,-0.361,,8.91,2025-08-11
1456.TW,I-HWA INDUSTRIAL,Real Estate,Real Estate Services,1166813952.0,TWD,11.527777,,0.72144634,0.0669,0.35505,0.19642,-0.416,,12.45,2025-08-11
1457.TW,YI JINN INDUSTRIAL CO,Consumer Cyclical,Textile Manufacturing,3958147328.0,TWD,12.555556,31.38889,0.7632385,0.06381,0.10303,0.04104,-0.023,16.558,16.95,2025-08-11
1459.TW,LAN FA TEXTILE,Consumer Cyclical,Textile Manufacturing,3762197248.0,TWD,7.596154,169.28572,1.2870643,0.07735,-0.040120002,-0.03889,0.588,,11.85,2025-08-11
1460.TW,EVEREST TEXTILE,Consumer Cyclical,Textile Manufacturing,4181992960.0,TWD,,9.538462,0.7041453,-0.04223,0.121700004,0.02098,0.124,4.0,6.2,2025-08-11
1463.TW,CHYANG SHENG TEXING CO LTD,Consumer Cyclical,Textile Manufacturing,3507624960.0,TWD,5.5570655,,1.1502981,0.23096001,0.23973,0.24454,7.106,4.536,20.45,2025-08-11
1464.TW,DE LICACY INDUSTRIAL CO,Consumer Cyclical,Textile Manufacturing,5085707776.0,TWD,10.434783,11.320755,0.892326,0.093100004,0.19929,0.053839996,0.339,1.308,12.0,2025-08-11
1465.TW,WISHER INDUSTRIAL CO,Consumer Cyclical,Textile Manufacturing,1403874816.0,TWD,21.507936,,0.8548357,0.03959,0.06294,-0.14300999,-0.247,-0.064,13.55,2025-08-11
1466.TW,ACELON CHEMICAL & FIBER CORPORA,Consumer Cyclical,Textile Manufacturing,1617334400.0,TWD,31.630434,,1.0930809,0.03721,0.11271,0.025969999,0.147,,14.55,2025-08-11
1467.TW,TEX-RAY INDUSTRIAL CO LTD,Consumer Cyclical,Apparel Manufacturing,1728824960.0,TWD,20.555555,,0.5817153,0.01788,0.20815,0.00423,0.004,-0.832,7.4,2025-08-11
1468.TW,CHANG-HO FIBRE CORP,Consumer Cyclical,Textile Manufacturing,2309831936.0,TWD,15.157894,,1.6196153,0.11817,0.18051,0.0875,-0.013,0.034,14.4,2025-08-11
1470.TW,EVERTEX FABRINOLOGY LTD,Consumer Cyclical,Textile Manufacturing,1741070080.0,TWD,20.3,,1.7990073,0.08877,0.24184999,0.0756,0.125,-0.364,20.3,2025-08-11
1471.TW,SOLYTECH ENTERPRISE CORPORATION,Technology,Computer Hardware,1534233088.0,TWD,40.8,,1.0286405,0.02405,0.098780006,-0.58591,-0.167,5.203,10.2,2025-08-11
1472.TW,TRIOCEAN INDUSTRIAL CORPORATION,Consumer Cyclical,Textile Manufacturing,4860398080.0,TWD,23.56234,,2.2251055,0.10885999,0.1322,0.121429995,0.589,0.558,92.6,2025-08-11
1473.TW,TAINAN ENTERPRISES,Consumer Cyclical,Apparel Manufacturing,3668465408.0,TWD,8.869258,17.676058,0.84050494,0.098780006,0.18316,0.0727,0.079,-0.132,25.1,2025-08-11
1474.TW,HONMYUE ENTERPRISE CO LTD,Consumer Cyclical,Textile Manufacturing,1636702208.0,TWD,34.054054,,0.74446094,0.022839999,0.0988,0.01204,0.011,-0.711,12.6,2025-08-11
1475.TW,BIG SUNSHINE CO LTD,Consumer Cyclical,Textile Manufacturing,2528451072.0,TWD,5.8742332,,1.5081708,0.28252,0.27723,0.1576,-0.072,-0.397,38.3,2025-08-11
1476.TW,ECLAT TEXTILE CO,Consumer Cyclical,Apparel Manufacturing,102613262336.0,TWD,17.826502,14.209726,3.9747486,0.22492,0.29521,0.15446,0.013,-0.653,374.0,2025-08-11
1477.TW,MAKALOT INDUSTRIAL CO,Consumer Cyclical,Apparel Manufacturing,65743949824.0,TWD,16.42021,13.715903,4.891883,0.29422,0.24901,0.12246,-0.001,-0.285,266.5,2025-08-11
1503.TW,SHIHLIN ELEC & ENGINEERING,Industrials,Electrical Equipment & Parts,96119332864.0,TWD,31.37755,18.542713,2.5894737,0.081140004,0.21083,0.16111,0.038,0.035,184.5,2025-08-11
1504.TW,TECO ELECTRIC & MACHINERY CO,Industrials,Specialty Industrial Machinery,116366688256.0,TWD,20.330881,18.494984,1.6093827,0.07732,0.25169,0.086940005,-0.008,-0.017,55.3,2025-08-11
1506.TW,RIGHT WAY INDUSTRIAL,Consumer Cyclical,Auto Parts,3394395648.0,TWD,102.72727,,1.2027674,0.01096,0.16646999,0.01161,0.01,-0.75,11.3,2025-08-11
1512.TW,JUI LI ENTERPRISE,Consumer Cyclical,Auto Parts,800191424.0,TWD,,,1.2165995,-0.09825,0.24624,-0.05158,0.007,,8.15,2025-08-11
1513.TW,CHUNG HSIN ELECTRIC & MACHINERY,Industrials,Specialty Industrial Machinery,82263318528.0,TWD,23.157162,18.097826,4.25657,0.18563999,0.25265,0.18737,0.05,-0.078,166.5,2025-08-11
1514.TW,ALLIS ELECTRIC CO LTD,Industrials,Electrical Equipment & Parts,28671733760.0,TWD,39.272728,27.272726,4.7401686,0.12864,0.19186,0.09217,-0.035,-0.292,108.0,2025-08-11
1515.TW,REXON INDUSTRIAL,Industrials,Specialty Industrial Machinery,5480484352.0,TWD,62.916668,9.741936,1.4483024,0.02244,0.1396,-0.01609,-0.536,-0.95,30.2,2025-08-11
1516.TW,FALCON POWER CO. LTD.,Energy,Thermal Coal,572117248.0,TWD,,,2.7924235,-0.78669,0.05441,-0.06719,-0.925,,14.3,2025-08-11
1517.TW,LEE CHI ENTERPRISES CO,Industrials,Metal Fabrication,2244165120.0,TWD,,1.5227274,0.6164131,-0.02228,0.06619,-0.06072,0.475,,10.05,2025-08-11
1519.TW,FORTUNE ELECTRIC CO LTD,Industrials,Electrical Equipment & Parts,213219000320.0,TWD,46.875,31.512606,30.624744,0.7392,0.36726,0.2188,0.456,0.438,675.0,2025-08-11
1521.TW,TA YIH INDUSTRIAL CO,Consumer Cyclical,Auto Parts,1924807552.0,TWD,50.5,4.5825768,1.0546321,0.02106,0.21305999,0.02429,-0.138,,25.25,2025-08-11
1522.TW,TYC BROTHER INDUSTRIAL,Consumer Cyclical,Auto Parts,12946257920.0,TWD,10.072816,7.699444,1.2469578,0.13079001,0.29173002,0.114250004,-0.04,-0.308,41.5,2025-08-11
1524.TW,GORDON AUTO BODY PARTS CO,Consumer Cyclical,Auto Parts,4636945408.0,TWD,10.126353,24.823008,1.6624193,0.16519,0.32233003,0.10686,-0.164,,28.05,2025-08-11
1525.TW,KIANSHEN CORP,Consumer Cyclical,Auto Parts,4903126528.0,TWD,15.717648,11.438356,1.0843452,0.06464,0.12082,0.01593,-0.219,-0.171,66.8,2025-08-11
1526.TW,SUN RACE STURMEY-ARCHER INC,Consumer Cyclical,Leisure,1128000000.0,TWD,,,0.8334811,-0.019340001,0.22294001,0.039690003,0.169,,18.8,2025-08-11
1527.TW,BASSO INDUSTRY,Industrials,Tools & Accessories,4718342656.0,TWD,11.237623,8.407407,0.93923265,0.08507,0.26371,0.11205,0.018,-0.155,34.05,2025-08-11
1528.TW,ANDERSON INDUSTRIAL CORP,Industrials,Specialty Industrial Machinery,3233494016.0,TWD,,,1.4225589,-0.039,0.27021998,-0.03266,-0.269,,16.9,2025-08-11
1529.TW,LUXE GREEN ENERGY TECHNOLOGY CO,Industrials,Electrical Equipment & Parts,4040224768.0,TWD,2605.0,,2.3779097,0.00244,0.18406,0.10379,0.824,,26.05,2025-08-11
1530.TW,AWEA MECHANTRONIC CO,Industrials,Specialty Industrial Machinery,2724312832.0,TWD,25.714285,17.142857,0.83640695,0.03042,0.13687,-0.06194,0.524,,28.8,2025-08-11
1531.TW,KAULIN MANUFACTURING,Industrials,Specialty Industrial Machinery,2203506944.0,TWD,22.83019,12.872341,0.58237475,0.02619,0.18781,0.00947,0.106,1.468,12.1,2025-08-11
1532.TW,CHINA METAL PRODUCTS CO,Industrials,Metal Fabrication,10543970304.0,TWD,8.515358,,0.71042144,0.04478,0.24229999,-0.011089999,-0.386,,24.95,2025-08-11
1533.TW,MOBILETRON ELECTRONICS,Consumer Cyclical,Auto Parts,3020465408.0,TWD,,,1.3432966,-0.039100002,0.28299,-0.00733,0.083,,30.65,2025-08-11
1535.TW,CHINA ECOTEK,Industrials,Pollution & Treatment Controls,6892485120.0,TWD,14.030227,,1.9836888,0.14186,0.09477,0.03716,0.172,0.013,55.7,2025-08-11
1536.TW,HOTA INDUSTRIAL MFG CO,Consumer Cyclical,Auto Parts,17853440000.0,TWD,6400.0,40.764328,2.0483277,0.00045000002,0.09563,-0.06082,-0.17,,64.0,2025-08-11
1537.TW,KUNG LONG BATTERIE,Industrials,Electrical Equipment & Parts,11734865920.0,TWD,12.3382225,10.569106,2.3661785,0.20295,0.22322,0.1351,0.005,-0.035,143.0,2025-08-11
1538.TW,JENN FENG INDUSTRIAL TOOLS CO L,Industrials,Tools & Accessories,875329984.0,TWD,,,5.4925013,-0.038900003,0.13988,-0.43195,0.094,,27.1,2025-08-11
1539.TW,CHIU TING MACHINERY CO,Industrials,Specialty Industrial Machinery,1222419072.0,TWD,,8.130435,0.7392474,0.04073,0.11704001,0.03619,-0.071,-0.609,18.7,2025-08-11
1540.TW,ROUNDTOP MACHINERY INDUSTRY,Industrials,Specialty Industrial Machinery,2299250688.0,TWD,13.724489,18.943663,1.471312,0.109469995,0.38394,0.2333,0.024,-0.246,26.9,2025-08-11
1541.TW,CHANG TYPE INDUSTRIAL CO,Industrials,Tools & Accessories,2064560000.0,TWD,201.53847,5.402062,1.0586287,0.00529,0.18094999,0.0834,0.35,,26.2,2025-08-11
1558.TW,ZENG HSING INDUSTRIAL CO,Consumer Cyclical,"Furnishings, Fixtures & Appliances",6460606464.0,TWD,14.667674,6.9506083,1.160914,0.09894,0.28808,0.07703,0.133,-0.121,97.1,2025-08-11
1560.TW,KINIK CO,Industrials,Tools & Accessories,45279006720.0,TWD,42.797787,31.921486,6.3582864,0.15617,0.31037,0.1665,0.222,0.065,309.0,2025-08-11
1563.TW,SUPERALLOY INDUSTRIAL CO LTD,Consumer Cyclical,Auto Parts,11424267264.0,TWD,19.107807,10.821053,1.3165647,0.06882,0.25586998,0.08347999,-0.085,,51.4,2025-08-11
1568.TW,TSANG YOW INDUSTRIAL CO,Consumer Cyclical,Auto Parts,2348863744.0,TWD,21.055046,7.96875,1.3086617,0.07476,0.28484,0.19356,-0.069,-0.312,22.95,2025-08-11
1582.TW,SYNCMOLD ENTERPRISE CORP,Technology,Electronic Components,9723729920.0,TWD,13.6714,14.588745,1.5271327,0.10588,0.26625,0.09002,-0.15,-0.634,67.4,2025-08-11
1583.TW,GOODWAY MACHINE CORP.,Industrials,Specialty Industrial Machinery,5634100224.0,TWD,14.466292,13.376624,0.9827307,0.06199,0.20741,-0.04713,-0.089,,51.5,2025-08-11
1587.TW,CRYOMAX COOLING SYSTEM CORP,Consumer Cyclical,Auto Parts,2589801728.0,TWD,,43.716213,1.6757315,-0.0247,0.20994,0.00651,0.127,-0.839,32.35,2025-08-11
1589.TW,YEONG GUAN ENERGY TECHNOLOGY GP,Industrials,Metal Fabrication,2948962304.0,TWD,,4.846827,0.33531138,-0.03812,0.02402,-0.10925999,0.174,,22.15,2025-08-11
